Country Name,Country Code,Series,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Hungary,HUN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,77043,73473,74113,76060,78998,79929,..,..
Hungary,HUN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,4302,6752,7030,7430,7835,7941,7965,7784,7153,6911,6817,7167,7254,7332,7347,7224,7323,7358,7676,..,..
IBRD only,IBD,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,87502499.56687,92874194.99382,100807999.97469,105077010.61389,107617175.98765,109178243.33487,110226606.17055,112012392.21202,..
IBRD only,IBD,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,56383391.33677,61721351.45211,68269845.11755,74917490.94501,80577028.99088,85837008.41469,92169791.09088,99148636.49962,106373363.44288,112009086.05226,118399077.88176,126187788.78711,131359326.44758,133987877.13286,145847181.9435,150225802.85342,152557108.00297,154615093.50651,156463260.92248,159264575.9025,..
IBRD only,IBD,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,14820633.81737,14662485.98055,14388106.95569,13736698.73446,13615083.82497,13839322.3007,14041383.63997,14099048.94678,..
IBRD only,IBD,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,568383.66295,607941.22997,664783.17277,755070.77666,812427.74382,849995.75198,872103.32695,874942.07961,926058.51104,982312.30124,1067381.6164,1108406.69811,1144357.2438,1223198.67934,1276663.3155,1340941.46376,1429340.0611,1497549.60309,1564039.88439,1602809.01611,..
Iceland,ISL,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,13768,13975,13393,13075,12537,12189,..,..
Iceland,ISL,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,9667,10184,11584,13347,14710,15169,15721,15821,16631,16919,18051,18845,19099,19097,19901,18940,18590,17967,17835,..,..
Iceland,ISL,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,4407,4892,4543,4581,4369,4421,..,..
Iceland,ISL,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,18,50,38,45,51,134,156,201,264,282,313,478,452,470,491,519,465,469,637,..,..
IDA & IBRD total,IBT,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,97630559.58529,103552133.30491,111984256.28606,116653357.50063,119658326.76339,121660457.1139,123256269.80819,125656767.27865,..
IDA & IBRD total,IBT,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,61303848.98308,67268414.56667,74207291.29226,81254370.9909,87353789.38835,93346060.92479,100288186.08692,107934355.50659,115917159.59396,122666546.05613,130146465.75316,138825275.82891,144829462.53618,148190663.39288,160662110.89608,165558801.77972,168222903.69877,170690478.53118,173135124.96609,176675769.78845,..
IDA & IBRD total,IBT,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,16245498.41628,16148737.92309,15929716.58038,15342849.00204,15234119.16883,15455045.86665,15675649.64123,15832174.66323,..
IDA & IBRD total,IBT,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,603452.3087,644742.08657,706107.34437,801790.19153,866820.97563,908196.02769,933891.72714,944928.98078,995332.91197,1055792.7077,1146814.64134,1192810.63822,1235838.9052,1321764.00567,1380719.86223,1451731.33677,1552320.40095,1619539.77711,1694798.39052,1733532.45139,..
IDA blend,IDB,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,3035998.74515,3194084.26781,3309327.5508,3340733.12799,3555129.19534,3790045.65164,3785498.4946,3863607.53541,..
IDA blend,IDB,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,1761028.31003,1939407.47812,2129874.26286,2317297.2321,2522935.23437,2803430.17706,2900290.80893,3073083.93075,3139032.94965,3440272.55211,3695299.21436,4048841.66345,4374025.67957,4603842.34041,4757924.0626,4796244.50344,4814672.87673,4954858.83764,4968662.53785,5051284.32981,..
IDA blend,IDB,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,458330.19437,486095.78738,502827.34752,512845.85378,468536.19534,404195.10074,421191.0077,429705.37665,..
IDA blend,IDB,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,17284.28076,19567.42835,22300.3213,26181.32364,28507.0147,29986.23207,31481.1459,33956.62901,32607.22255,36338.3578,40550.97336,44520.06499,49080.48636,50249.60705,51702.25246,53313.4727,58847.87945,52723.17927,59036.54416,53882.17233,..
IDA only,IDX,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,7483854.04328,7866928.76057,8235613.75874,8486021.58039,8692168.12739,9244165.14305,9780767.53122,..
IDA only,IDX,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,3159429.33629,3607655.63644,3807571.91184,4019582.81379,4253825.1631,4705622.33304,5218104.18711,5712635.07622,6404763.20144,7217187.45176,8052088.65704,8588645.37835,9096110.40903,9598943.91961,10057004.88998,10536754.42286,10851122.81908,11120526.18703,11703201.50577,12359909.55614,..
IDA only,IDX,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,1000156.15516,1038782.27717,1093304.41381,1150499.14851,1211528.46521,1213074.99356,1303420.3398,..
IDA only,IDX,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,17784.36499,17233.42825,19023.85031,20538.09123,25886.2171,28214.04363,30307.25429,36030.27216,36667.17838,37142.04865,38882.05159,39883.87512,42401.17504,48315.71928,52354.29426,57476.40031,64132.4604,69266.99476,71721.96197,76841.26296,..
IDA total,IDA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,10356415.27337,10908446.86037,11401143.25611,11798625.88749,12242187.13714,12672374.69772,13210429.63764,13821638.07304,..
IDA total,IDA,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,5098426.64631,5734858.11456,6135452.1747,6549149.04589,7005479.39746,7763226.5101,8400163.99604,9076579.00697,9838930.15108,10954824.00386,12043324.8714,12937640.0418,13768776.0886,14501939.26002,15106458.95259,15621933.9263,15931076.6958,16328490.02467,16914389.04362,17647876.89357,..
IDA total,IDA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,1469301.8543,1530637.54022,1585517.7205,1649999.92848,1661258.14321,1656648.56595,1673978.00127,1771365.71745,..
IDA total,IDA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,36964.64575,39299.8566,44017.17161,50244.41487,57964.2318,61987.27571,65703.40019,74030.90117,73288.40093,77545.40646,83551.02494,88712.94011,96466.6614,103590.32633,109269.54672,116227.87302,128342.33985,127843.17402,137020.50613,137091.4355,..
India,IND,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,24302984,26001349,27675803,28005419,28895297,29713392,30550057,..
India,IND,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,9404460,9834046,10576653,11295041,11852936,11777296,12852684,14862962,17211215,18500325,20740740,26650953,28568409,28175135,30305849,32107419,32391800,33374107,34337594,35148118,..
India,IND,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,3774521,4193154,4313835,4254177,4334235,4459680,4425011,..
India,IND,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,97630,111346,117781,132204,144575,164522,173050,..
Indonesia,IDN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5722248,6221126,6535705,6659889,..,..
Indonesia,IDN,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,3126307,3017887,3175833,3441429,3551092,3662234,3657429,3806629,4419577,4859409,5001048,5364301,6233984,6423455,6463297,7043934,7614845,7944099,8037218,..,..
Indonesia,IDN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,285718,315182,304135,331066,334429,355463,..,..
Indonesia,IDN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,53799,57500,59555,61450,64029,64600,67150,70550,75235,78950,..,37385,19963,20592,25240,31771,36148,43126,..,..
"Iran, Islamic Rep.",IRN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,2866029,2920963,..,2558066,2335844,2076361,..,..
"Iran, Islamic Rep.",IRN,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,1404880,1569776,1566509,1714433,1954920,2126274,2398811,2828528,3391852,3349741,3790859,4117208,4404614,4367901,4685386,..,4348383,4073827,3616114,..,..
"Iran, Islamic Rep.",IRN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,515878,647221,..,852771,848799,744234,..,..
"Iran, Islamic Rep.",IRN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,13412,13381,14517,14195,15836,16899,19309,22016,27190,31456,35106,39525,47315,58683,73437,..,115201,140558,141078,..,..
Iraq,IRQ,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,288670,..,317993,..,412545,424908,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,20646,21265,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,121210,154294,161302,164268,166891,168877,..,..
Ireland,IRL,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,160611,166600,176296,181557,188315,186561,186044,190349,178518,182609,194009,196321,192647,199428,203912,214632,218411,225031,231201,..,..
Ireland,IRL,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,28429,23690,28621,29246,30223,33935,..,..
Ireland,IRL,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,2904,3059,3429,3816,4339,4824,5146,5590,6068,7321,8516,8658,8930,8171,7965,8204,8404,8368,8517,..,..
Isle of Man,IMN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,241705,244414,242187,242852,239180,240653,..,..
Israel,ISR,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,255891,270979,299716,301326,301227,310937,310014,327108,325246,342707,360378,365665,379182,373581,376952,374048,377860,377210,374305,..,..
Israel,ISR,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,58029,58255,59501,61342,63099,62996,..,..
Israel,ISR,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,6647,7020,7404,7944,8714,9315,9715,9972,10156,10272,10546,10590,10615,10655,10719,10966,11018,11152,11571,..,..
Italy,ITA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,1108260,1090764,1076667,1075456,1102137,1140641,..,..
Italy,ITA,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,1770002,1812325,1854200,1913352,1986497,2014998,2029023,2033642,2013856,2011713,1980399,1967569,1925930,1872693,1854360,1826477,1815950,1837051,1895990,..,..
Italy,ITA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,727019,724883,710487,699231,696171,713633,..,..
Italy,ITA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,13177,20966,25998,29939,37608,37520,38262,40119,39333,39399,38227,36313,34629,34928,33512,32775,32947,27729,28338,..,..
Jamaica,JAM,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37813,28398,31487,..
Jamaica,JAM,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,35995,42502,45394,51355,52260,47583,47427,..,61139,61509,71352,70683,78268,74414,..,74537,..,..,..,..,..
Jamaica,JAM,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2894,..,..
Jamaica,JAM,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,2683940,2681274,2668321,2673070,2661190,2674263,..,..
Japan,JPN,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,3982069,3972468,3966667,3984400,4031604,4038302,4084861,4032625,3938632,3874224,3836314,3880544,3884638,3862749,3862460,3845395,3846927,3853034,3861847,..,..
Japan,JPN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,338670,333353,330910,330758,346297,348038,..,..
Japan,JPN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,59007,62481,65525,68245,71389,73527,75028,75504,74966,74395,73734,74606,74950,74480,74093,73895,74090,80910,80767,..,..
Jordan,JOR,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,267924,265211,254750,279811,..,..
Jordan,JOR,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,142190,..,162688,186189,214106,217823,220103,231657,254752,266881,246928,252446,306630,..,..,312750,315596,283904,320896,..,..
Jordan,JOR,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18287,31110,19449,26227,..,..
Jordan,JOR,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,398,..,682,1465,10464,2101,2318,2452,2447,2261,1837,2319,..,..,..,4132,4344,4286,5048,..,..
Kazakhstan,KAZ,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,492461,477387,459369,477074,496209,542458,..
Kazakhstan,KAZ,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,418473,..,..,..,..,..,879623,..,..,..,756706,794557,824313,781450,727401,658413,623534,626576,632048,685045,..
Kazakhstan,KAZ,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66715,32527,32207,35967,38436,42971,..
Kazakhstan,KAZ,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,4936,4936,5077,5583,6343,6077,5021,4158,2749,1427,..,980,1341,1588,1892,2063,2288,2710,3603,5609,..
Kenya,KEN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,470093,..,439768,..
Kenya,KEN,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,89016,94629,98115,..,108407,113532,..,..,..,167983,..,..,..,..,..,421134,539749,562521,..,..,..
Kenya,KEN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51545,..,51079,..
Kenya,KEN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,3081,3237,3356,..,5609,7571,..,..,..,7125,..,..,..,..,..,..,..,14658,..,10215,..
Kiribati,KIR,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,481188,..,..
"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,593179,..,600424,..,..,..,565350,..,..,526400,..,..
"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9845,..,..,13762,..,..
"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,309,..,..,0,..,..
