Country Name,Country Code,Series,Series Code,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020
South Africa,ZAF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3070,2860,2670,2920,3720,4990,5630,5910,5980,5850,6190,6990,7570,7350,6760,6050,5470,5410,5750,..,..
South Africa,ZAF,"Population, total",SP.POP.TOTL,44967708,45571274,46150913,46719196,47291610,47880601,48489459,49119759,49779471,50477011,51216964,52004172,52834005,53689236,54545991,55386367,56203654,57000451,57779622,58558000,..
South Africa,ZAF,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,602824,637075,622862,641575,658612,692065,729513,..,..
South Africa,ZAF,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,52363,54931,56084,60835,58932,61525,62930,..,..
South Africa,ZAF,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,14020,16067,17974,19547,21560,22636,23730,..,..
South Asia,SAS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,444.2020521,451.6532842,457.9251102,511.2425835,595.6626683,684.6379822,760.3393995,871.8106965,953.5493698,1058.607212,1153.256311,1283.571507,1397.599376,1444.827775,1489.382208,1535.532657,1624.387708,1746.176468,1923.198774,..,..
South Asia,SAS,"Population, total",SP.POP.TOTL,1390946064,1416822959,1442644058,1468324422,1493757846,1518861552,1543610696,1568003159,1592010819,1615610198,1638792934,1661534412,1683747130,1705772050,1727640967,1749417068,1771167194,1792835608,1814388744,1835731000,..
South Asia,SAS,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,26056964.78,28179209.83,29965904.91,31870210.47,32557116.23,33656039.82,34802680.99,36131820.9,..
South Asia,SAS,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,4574396.502,4551064.739,4968223.212,5137998.751,5045814.789,5092197.968,5241153.216,5277067.014,..
South Asia,SAS,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,111030.2691,120192.6517,131934.7204,144578.708,153001.448,163827.0994,178258.9843,204119.7959,217309.3858,..
South Asia (IDA & IBRD),TSA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,26056964.78,28179209.83,29965904.91,31870210.47,32557116.23,33656039.82,34802680.99,36131820.9,..
South Asia (IDA & IBRD),TSA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,4574396.502,4551064.739,4968223.212,5137998.751,5045814.789,5092197.968,5241153.216,5277067.014,..
South Asia (IDA & IBRD),TSA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,111030.2691,120192.6517,131934.7204,144578.708,153001.448,163827.0994,178258.9843,204119.7959,217309.3858,..
South Sudan,SSD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,1080,940,840,950,..,..,..,..,..,..,..
South Sudan,SSD,"Population, total",SP.POP.TOTL,6652984,6924455,7186820,7449905,7730180,8039351,8376893,8736736,9118386,9520571,9940929,10381110,10837527,11296173,..,..,..,..,..,..,..
South Sudan,SSD,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,15770,15520,15590,18030,22070,25870,27820,29740,32190,32460,31880,30950,29520,29210,29130,28430,27530,27040,29340,..,..
Spain,ESP,"Population, total",SP.POP.TOTL,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46593236,46796540,46719000,..
Spain,ESP,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,1085012,1180345,1204409,1207281,1211630,1212026,..,..
Spain,ESP,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,514369,411451,355097,337192,334537,339934,..,..
Spain,ESP,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,65675,62530,65690,72973,76895,76251,77056,72741,66973,77211,70422,68865,..,23650,24317,32062,55628,71548,85480,..,..
Sri Lanka,LKA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,870,830,840,940,1060,1210,1360,1550,1790,2010,2410,2850,3360,3490,3640,3760,3810,3880,4060,..,..
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,18777601,18911730,19062482,19224037,19387153,19544988,19695972,19842044,19983984,20123508,20261737,20398670,20425000,20585000,20778000,20970000,21203000,21444000,21670000,21757000,..
Sri Lanka,LKA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,245475,242642,242245,222514,213238,220158,229789,..
Sri Lanka,LKA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,38219,42835,46748,42849,45414,44186,44693,..
Sri Lanka,LKA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,2744,2858,3722,..,..,1007,936,959,..,4684,..
St. Kitts and Nevis,KNA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,9250,9700,9780,9700,10840,12210,12930,13560,15510,15370,14880,15450,15470,16610,16490,16410,17080,17220,18340,..,..
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,44074,44599,45165,45746,46324,46857,47339,47778,48185,48599,49016,49447,49887,50331,50774,51203,51625,52045,52441,53000,..
St. Kitts and Nevis,KNA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,217,189,..,..,..,..,..
St. Kitts and Nevis,KNA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,4640,4400,4420,4730,5280,5480,6460,6860,7370,7430,7430,8030,8070,8070,7840,7850,8490,9060,9560,..,..
St. Lucia,LCA,"Population, total",SP.POP.TOTL,156729,158179,159392,160530,161816,163417,165381,167639,170011,172221,174085,175544,176646,177513,178296,179126,180024,180955,181889,183000,..
St. Lucia,LCA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,1078,1420,1238,1419,1065,933,885,..
St. Lucia,LCA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,56,41,30,41,67,65,53,..
St. Lucia,LCA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,0,..
St. Martin (French part),MAF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,28384,27782,27450,27363,27514,27906,28414,28905,29376,29820,30235,30615,30959,31264,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3470,3650,3950,4380,4730,4960,5470,5620,6260,6320,6090,6130,6400,6420,6390,6560,6800,6970,7340,..,..
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,107784,107896,108097,108326,108512,108614,108603,108518,108393,108287,108255,108316,108435,108622,108861,109148,109459,109827,110210,111000,..
St. Vincent and the Grenadines,VCT,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,552.8678472,545.3885793,553.9368331,603.2940681,733.3374111,896.0732493,1042.634297,1173.154178,1325.920463,1368.882087,1434.374971,1518.562603,1663.99549,1734.932244,1809.30976,1725.183487,1580.249713,1510.446989,1517.053686,..,..
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,665327581,682956070,701066167,719716209,738983255,758924681,779566820,800908534,822945457,845655214,869025106,893046172,917726973,943041070,968959787,995458478,1022526541,1050153672,1078306520,1106960000,..
Sub-Saharan Africa,SSF,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,4705372.603,5050084.695,5391437.602,5611147.802,5784044.732,5970045.596,6160013.347,6323774.178,..,..
Sub-Saharan Africa,SSF,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,519378.1807,564667.9738,596067.3901,658583.1193,680925.1053,718484.236,739536.174,757860.0833,769407.3996,..
Sub-Saharan Africa,SSF,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,27736.30945,29166.11805,33968.85804,39590.45231,44975.51596,49026.90828,51267.12467,53945.40799,53049.38278,53406.57165,56478.38049,59441.7579,63402.83644,72718.59787,80135.74859,85627.22761,103384.3415,100925.2423,105708.6968,103019.1746,..
Sub-Saharan Africa (excluding high income),SSA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,552.041708,544.5793744,553.1812137,602.4977645,732.3788055,894.9494525,1041.376573,1171.972194,1324.883182,1367.96866,1433.471385,1517.628842,1663.045412,1733.891166,1808.2275,1724.029526,1579.114179,1509.285001,1515.787688,..,..
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,665246450,682874868,700982444,719633428,738900780,758841823,779482220,800823501,822858501,845567916,868935336,892958731,917638670,942951121,968868428,995365059,1022431864,1050057829,1078209758,1106863000,..
Sub-Saharan Africa (excluding high income),SSA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,4680906.144,5021598.052,5361283.497,5578479.424,5752871.427,5938740.596,6128290.347,6291968.174,..,..
Sub-Saharan Africa (excluding high income),SSA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,516117.2864,561031.9422,592285.4947,655045.1193,677203.1053,714666.236,735396.174,753708.0829,765213.3991,..
Sub-Saharan Africa (excluding high income),SSA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,27588.30945,29021.11805,33791.85804,39464.45231,44809.51596,48801.90828,51007.12467,53677.40799,52663.38278,53336.57165,56378.38049,59349.7579,63324.83644,72500.59787,79855.1262,85410.5323,103118.3415,100570.2423,105354.6967,102664.1745,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,4705372.603,5050084.695,5391437.602,5611147.802,5784044.732,5970045.596,6160013.347,6323774.178,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,519378.1807,564667.9738,596067.3901,658583.1193,680925.1053,718484.236,739536.174,757860.0833,769407.3996,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,27736.30945,29166.11805,33968.85804,39590.45231,44975.51596,49026.90828,51267.12467,53945.40799,53049.38278,53406.57165,56478.38049,59441.7579,63402.83644,72718.59787,80135.74859,85627.22761,103384.3415,100925.2423,105708.6968,103019.1746,..
Sudan,SDN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,340,340,370,420,490,590,740,920,1130,1180,1260,1480,1710,1210,1820,1980,2130,2390,1560,..,..
Sudan,SDN,"Population, total",SP.POP.TOTL,27275015,27971082,28704778,29460519,30214193,30949516,31661823,32360621,33060837,33783788,34545013,35349681,36193783,37072550,37977655,38902950,39847440,40813396,41801533,42813000,..
Sudan,SDN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,496982,513616,..,..,..,..,..
Sudan,SDN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29358,30994,..,..,..,..,..
Sudan,SDN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,3630,..,5989,6739,..,..,..,..,..
Suriname,SUR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1970,1670,1930,2200,2820,3320,4040,5050,6330,6960,7620,7920,8550,8950,9260,8690,6760,5290,5210,..,..
Suriname,SUR,"Population, total",SP.POP.TOTL,470949,476579,482235,487942,493679,499464,505295,511181,517123,523111,529131,535179,541245,547291,553273,559143,564888,570496,575991,581000,..
Suriname,SUR,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,31440,29550,28930,32550,39530,45500,48820,51960,55470,52470,54570,56570,58930,61580,61690,58280,54430,52850,55490,..,..
Sweden,SWE,"Population, total",SP.POP.TOTL,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,10251000,..
Sweden,SWE,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,252980,247169,246400,242983,240687,241045,..,..
Sweden,SWE,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,136075,135220,135555,137990,140709,144769,..,..
Sweden,SWE,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,20714,20679,21136,21623,22460,22216,21377,20795,20088,19911,19986,20642,21352,21512,21590,21358,20723,20253,19682,..,..
Switzerland,CHE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,43520,40930,39700,45620,53800,61620,63990,62830,63190,70370,77570,79720,84880,88740,86560,85800,82110,81120,84410,..,..
Switzerland,CHE,"Population, total",SP.POP.TOTL,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8513227,8580000,..
Switzerland,CHE,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,186338,193575,195437,199641,203274,207284,..,..
Switzerland,CHE,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,59984,63315,65036,66707,68425,70070,..,..
Switzerland,CHE,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,12933,13395,13843,14957,15850,16592,17234,17555,18152,19076,20120,20953,22012,22716,23237,23697,24394,24825,25209,..,..
Syrian Arab Republic,SYR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,970,1110,1210,1240,1380,1510,1620,1820,..,..,..,..,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,16410848,16766561,17084632,17415214,17827825,18361176,19059258,19878254,20664038,21205873,21362529,21082966,20442541,19584274,18715672,17997408,17453933,17068002,16906283,17070000,..
Syrian Arab Republic,SYR,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,515161,595220,603874,731896,716376,645958,..,..,..,..
Syrian Arab Republic,SYR,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,19763,21262,24847,25798,25360,22734,..,..,..,..
Syrian Arab Republic,SYR,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,327,361,385,391,624,589,723,891,1650,1273,1622,1660,1807,1884,1584,..,..,..,..
Tajikistan,TJK,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,170,160,170,210,270,320,370,440,570,660,920,1020,1150,1330,1350,1250,1110,1000,1010,..,..
Tajikistan,TJK,"Population, total",SP.POP.TOTL,6216341,6318513,6426867,6541547,6662389,6789321,6922587,7062672,7209930,7364753,7527394,7697510,7874835,8059769,8252833,8454028,8663579,8880268,9100837,9321000,..
Tajikistan,TJK,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,810,839,811,883,886,890,980,1075,1182,1161,1294,1606,1853,1710,1778,1737,1764,1803,..,..,..
Tanzania,TZA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,410,410,420,430,470,500,520,540,600,670,720,770,810,890,970,980,970,970,1020,..,..
Tanzania,TZA,"Population, total",SP.POP.TOTL,33499180,34385856,35334788,36337782,37379767,38450320,39548663,40681414,41853944,43073834,44346525,45673338,47052481,48482266,49959822,51482633,53050790,54663906,56318348,58005000,..
Tanzania,TZA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,139883,..,158504,155639,..,201954,142898,..
Tanzania,TZA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,16047,..,16241,11052,..,7916,9123,..
Tanzania,TZA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,1227,2764,3318,..,..,..,..,170,..,386,832,..,1782,867,..,401,2014,..
Thailand,THA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1980,1960,1990,2180,2530,2790,3100,3530,3970,4140,4580,4950,5520,5720,5760,5710,5690,5950,6610,..,..
Thailand,THA,"Population, total",SP.POP.TOTL,62952642,63539196,64069087,64549866,64995299,65416189,65812536,66182067,66530984,66866839,67195028,67518382,67835957,68144501,68438730,68714511,68971331,69209858,69428524,69626000,..
Thailand,THA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1880708,1846285,1859422,..,..,..,..
Thailand,THA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,199734,189850,180683,..,..,..,..
Thailand,THA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,2348,3240,4925,6303,7724,8070,11462,14866,17061,16712,23106,22823,19155,22775,25467,24487,24742,..,..,..,..
Timor-Leste,TLS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,790,710,640,740,1220,1910,2550,2540,2850,3230,3290,3630,2960,3080,2370,1810,1820,..,..
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,884366,901214,922694,947108,971893,995135,1016432,1036392,1055431,1074277,1093523,1113151,1132994,1153295,1174331,1196302,1219288,1243261,1267972,1293000,..
Timor-Leste,TLS,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Timor-Leste,TLS,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Timor-Leste,TLS,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Togo,TGO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,310,290,290,340,390,420,420,430,480,530,560,610,590,620,640,640,610,600,660,..,..
Togo,TGO,"Population, total",SP.POP.TOTL,4924402,5062567,5197031,5330639,5467766,5611640,5762880,5920359,6083420,6250835,6421679,6595943,6773807,6954721,7137997,7323158,7509952,7698475,7889094,8082000,..
Togo,TGO,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,58218,56480,57714,69992,76292,84431,..,..
Togo,TGO,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,2044,2326,3031,3763,4337,3975,..,..
Togo,TGO,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,0,0,0,0,0,0,0,0,..,..,288,255,457,510,542,842,939,1210,1652,..,..
Tokelau,TKL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tokelau,TKL,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tokelau,TKL,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tokelau,TKL,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tokelau,TKL,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2050,2000,1980,2000,2190,2450,2720,2840,3220,3370,3570,3800,4310,4480,4570,4520,4300,4250,4300,..,..
Tonga,TON,"Population, total",SP.POP.TOTL,97973,98487,99022,99589,100218,100905,101706,102581,103379,103890,103986,103562,102737,101768,101028,100781,101133,101998,103197,104000,..
Tonga,TON,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,5400,6070,6760,8070,9700,11190,13280,15000,17350,16200,16460,14970,16840,18750,18560,19130,16720,15970,15950,..,..
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1267153,1271632,1277213,1283559,1290123,1296502,1302561,1308451,1314443,1320930,1328147,1336178,1344817,1353700,1362342,1370328,1377564,1384072,1389858,1395000,..
Trinidad and Tobago,TTO,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,95,124,173,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1012,..,..
Tunisia,TUN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2270,2240,2180,2460,2900,3160,3330,3530,3850,4070,4130,3990,4100,4160,4160,3960,3760,3520,3500,..,..
